experiment_id,direction,date,metric,n_valid,spearman,pearson,sign_or_label_agreement,selector,K,selected_n,glm_incremental_mrr,glm_utility_mrr,qwen_incremental_mrr,qwen_utility_mrr
ROBUST_GLM_001,qwen_score_to_glm_label,2022-07-01,,936,,,,volume,500.0,500.0,0.11050198115554512,0.43435345758178445,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-07-01,,936,,,,volume,1000.0,936.0,0.20330708766771105,0.5271585640939505,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-07-01,,936,,,,random_expected,10.0,10.0,0.002172084269954178,0.32602356069619354,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-07-01,,936,,,,random_expected,25.0,25.0,0.005430210674885445,0.3292816871011248,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-07-01,,936,,,,random_expected,50.0,50.0,0.01086042134977089,0.33471189777601024,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-07-01,,936,,,,random_expected,100.0,100.0,0.02172084269954178,0.3455723191257811,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-07-01,,936,,,,random_expected,250.0,250.0,0.054302106748854446,0.3781535831750938,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-07-01,,936,,,,random_expected,500.0,500.0,0.10860421349770889,0.4324556899239482,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-07-01,,936,,,,random_expected,1000.0,1000.0,0.21720842699541779,0.5410599034216571,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,hybrid,10.0,10.0,0.006585235826497549,0.33606396889729545,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,hybrid,25.0,25.0,0.016077430486307644,0.34555616355710556,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,hybrid,50.0,50.0,0.03511309402260772,0.3645918270934056,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,hybrid,100.0,100.0,0.07111957816441455,0.40059831123521245,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,hybrid,250.0,250.0,0.16640344644604185,0.49588217951683977,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,hybrid,500.0,500.0,0.22572755426289426,0.5552062873336922,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,hybrid,1000.0,999.0,0.22355311888056228,0.5530318519513602,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,reasoning_value,10.0,10.0,0.0072781517904059794,0.33675688486120386,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,reasoning_value,25.0,25.0,0.01766785583277893,0.3471465889035768,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,reasoning_value,50.0,50.0,0.03532765780630639,0.36480639087710426,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,reasoning_value,100.0,100.0,0.07125780669356963,0.4007365397643675,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,reasoning_value,250.0,250.0,0.17876924638455802,0.5082479794553559,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,reasoning_value,500.0,500.0,0.23135612100090114,0.560834854071699,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,reasoning_value,1000.0,999.0,0.22355311888056228,0.5530318519513602,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,dynamic_influence,10.0,10.0,0.0034185090627171003,0.332897242133515,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,dynamic_influence,25.0,25.0,0.00874509859833731,0.3382238316691352,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,dynamic_influence,50.0,50.0,0.01750611414770506,0.346984847218503,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,dynamic_influence,100.0,100.0,0.026594714150602383,0.3560734472214003,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,dynamic_influence,250.0,250.0,0.06985311786191682,0.3993318509327147,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,dynamic_influence,500.0,500.0,0.1343375208669733,0.46381625393777115,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,dynamic_influence,1000.0,999.0,0.22355311888056228,0.5530318519513602,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,volume,10.0,10.0,0.003941640052751163,0.33342037312354905,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,volume,25.0,25.0,0.00845709461980532,0.3379358276906032,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,volume,50.0,50.0,0.017771661572044024,0.3472503946428419,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,volume,100.0,100.0,0.03627828138272859,0.3657570144535265,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,volume,250.0,250.0,0.04920371498349545,0.37868244805429335,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,volume,500.0,500.0,0.13020974579501832,0.4596884788658162,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,volume,1000.0,999.0,0.22355311888056228,0.5530318519513602,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,random_expected,10.0,10.0,0.002237768957763386,0.3317165020285613,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,random_expected,25.0,25.0,0.005594422394408466,0.33507315546520633,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,random_expected,50.0,50.0,0.011188844788816932,0.3406675778596148,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,random_expected,100.0,100.0,0.022377689577633864,0.35185642264843175,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,random_expected,250.0,250.0,0.05594422394408466,0.38542295701488255,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,random_expected,500.0,500.0,0.11188844788816932,0.4413671809589672,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-08-01,,999,,,,random_expected,1000.0,1000.0,0.22377689577633864,0.5532556288471365,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,hybrid,10.0,10.0,0.006254177665153275,0.3615281307476877,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,hybrid,25.0,25.0,0.016231798199719993,0.3715057512822544,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,hybrid,50.0,50.0,0.029185606145496788,0.3844595592280312,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,hybrid,100.0,100.0,0.04473777368073396,0.40001172676326835,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,hybrid,250.0,250.0,0.07181125747290087,0.42708521055543525,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,hybrid,500.0,500.0,0.11696347183895783,0.47223742492149223,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,hybrid,1000.0,1000.0,0.17030403025667265,0.525577983339207,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,reasoning_value,10.0,10.0,0.005144751919906719,0.3604187050024411,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,reasoning_value,25.0,25.0,0.011799564813209453,0.36707351789574383,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,reasoning_value,50.0,50.0,0.018044768211751185,0.37331872129428556,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,reasoning_value,100.0,100.0,0.028436948439041793,0.38371090152157616,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,reasoning_value,250.0,250.0,0.06390889521347629,0.4191828482960107,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,reasoning_value,500.0,500.0,0.10817919651186102,0.46345314959439543,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,reasoning_value,1000.0,1000.0,0.17030403025667265,0.525577983339207,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,dynamic_influence,10.0,10.0,0.0029482480586267403,0.35822220114116116,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,dynamic_influence,25.0,25.0,0.0067288896392683215,0.3620028427218027,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,dynamic_influence,50.0,50.0,0.01058671348266819,0.3658606665652026,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,dynamic_influence,100.0,100.0,0.013777082272209229,0.36905103535474365,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,dynamic_influence,250.0,250.0,0.05042550054276498,0.40569945362529936,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,dynamic_influence,500.0,500.0,0.10401264615909335,0.45928659924162774,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,dynamic_influence,1000.0,1000.0,0.17030403025667265,0.525577983339207,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,volume,10.0,10.0,0.0045359783211800135,0.3598099314037144,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,volume,25.0,25.0,0.009807608403197473,0.3650815614857319,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,volume,50.0,50.0,0.01880400766823264,0.37407796075076705,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,volume,100.0,100.0,0.03315537335802368,0.38842932644055805,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,volume,250.0,250.0,0.03386174689038569,0.3891356999729201,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,volume,500.0,500.0,0.11283398506124544,0.4681079381437798,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,volume,1000.0,1000.0,0.17030403025667265,0.525577983339207,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,random_expected,10.0,10.0,0.0017030403025667265,0.35697699338510114,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,random_expected,25.0,25.0,0.004257600756416817,0.3595315538389512,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,random_expected,50.0,50.0,0.008515201512833633,0.36378915459536804,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,random_expected,100.0,100.0,0.017030403025667266,0.3723043561082017,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,random_expected,250.0,250.0,0.04257600756416816,0.3978499606467026,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,random_expected,500.0,500.0,0.08515201512833633,0.4404259682108707,,
ROBUST_GLM_001,qwen_score_to_glm_label,2022-09-01,,1000,,,,random_expected,1000.0,1000.0,0.17030403025667265,0.525577983339207,,
ROBUST_GLM_001,glm_score_to_qwen_label,2022-08-01,,1000,,,,glm_trained_rv,10.0,10.0,,,0.006024283753695519,0.3355735380914226
ROBUST_GLM_001,glm_score_to_qwen_label,2022-08-01,,1000,,,,glm_trained_rv,25.0,25.0,,,0.011858510658427348,0.34140776499615444
ROBUST_GLM_001,glm_score_to_qwen_label,2022-08-01,,1000,,,,glm_trained_rv,50.0,50.0,,,0.023746468037232665,0.35329572237495976
ROBUST_GLM_001,glm_score_to_qwen_label,2022-08-01,,1000,,,,glm_trained_rv,100.0,100.0,,,0.04911320486775964,0.37866245920548675
ROBUST_GLM_001,glm_score_to_qwen_label,2022-08-01,,1000,,,,glm_trained_rv,250.0,250.0,,,0.1243151591406378,0.45386441347836487
ROBUST_GLM_001,glm_score_to_qwen_label,2022-08-01,,1000,,,,glm_trained_rv,500.0,500.0,,,0.14047897065274487,0.4700282249904719
ROBUST_GLM_001,glm_score_to_qwen_label,2022-08-01,,1000,,,,glm_trained_rv,1000.0,1000.0,,,0.10990787768993127,0.43945713202765835
ROBUST_GLM_001,glm_score_to_qwen_label,2022-09-01,,1000,,,,glm_trained_rv,10.0,10.0,,,-0.0019314783276458533,0.35334247475488856
ROBUST_GLM_001,glm_score_to_qwen_label,2022-09-01,,1000,,,,glm_trained_rv,25.0,25.0,,,-0.0005306725544716595,0.35474328052806275
ROBUST_GLM_001,glm_score_to_qwen_label,2022-09-01,,1000,,,,glm_trained_rv,50.0,50.0,,,0.0022426614403394146,0.3575166145228738
ROBUST_GLM_001,glm_score_to_qwen_label,2022-09-01,,1000,,,,glm_trained_rv,100.0,100.0,,,0.008369047729304236,0.36364300081183865
ROBUST_GLM_001,glm_score_to_qwen_label,2022-09-01,,1000,,,,glm_trained_rv,250.0,250.0,,,0.024290035202184666,0.37956398828471904
ROBUST_GLM_001,glm_score_to_qwen_label,2022-09-01,,1000,,,,glm_trained_rv,500.0,500.0,,,0.04716183175056802,0.40243578483310244
ROBUST_GLM_001,glm_score_to_qwen_label,2022-09-01,,1000,,,,glm_trained_rv,1000.0,1000.0,,,0.08284709306549028,0.43812104614802466
